,COREF,start_token,end_token,prop,cat,text,character_name
3597,112,22995,22995,PRON,PER,you,Lord Henry Wotton
3598,112,23004,23004,PRON,PER,You,Lord Henry Wotton
3599,115,23013,23013,PRON,PER,I,Mr. Dorian Gray
3600,115,23018,23018,PRON,PER,My,Mr. Dorian Gray
3602,112,23020,23020,PROP,PER,Harry,Lord Henry Wotton
3604,115,23032,23032,PRON,PER,I,Mr. Dorian Gray
3605,112,23039,23039,PRON,PER,you,Lord Henry Wotton
3606,115,23045,23045,PROP,PER,Dorian,Mr. Dorian Gray
3607,115,23048,23048,PRON,PER,his,Mr. Dorian Gray
3608,112,23055,23055,PRON,PER,You,Lord Henry Wotton
3609,115,23065,23065,PRON,PER,I,Mr. Dorian Gray
3610,166,23072,23072,PROP,PER,Sibyl,Miss Sibyl Vane
3611,115,23076,23076,PRON,PER,he,Mr. Dorian Gray
3612,115,23090,23090,PRON,PER,I,Mr. Dorian Gray
3613,166,23094,23094,PRON,PER,her,Miss Sibyl Vane
3614,115,23099,23099,PRON,PER,I,Mr. Dorian Gray
3615,115,23115,23115,PRON,PER,I,Mr. Dorian Gray
3616,115,23123,23123,PRON,PER,You,Mr. Dorian Gray
3617,115,23127,23127,PRON,PER,me,Mr. Dorian Gray
3618,115,23132,23132,PROP,PER,Dorian,Mr. Dorian Gray
3619,115,23136,23136,PRON,PER,you,Mr. Dorian Gray
3620,115,23139,23139,PRON,PER,He,Mr. Dorian Gray
3621,115,23141,23141,PRON,PER,his,Mr. Dorian Gray
3622,166,23148,23148,PRON,PER,she,Miss Sibyl Vane
3624,115,23153,23153,PRON,PER,he,Mr. Dorian Gray
3625,166,23162,23162,PRON,PER,she,Miss Sibyl Vane
3626,169,23165,23165,PROP,PER,Juliet,Juliet
3627,166,23171,23171,PRON,PER,she,Miss Sibyl Vane
3628,166,23172,23173,PROP,PER,Sibyl Vane,Miss Sibyl Vane
3629,115,23181,23181,PRON,PER,I,Mr. Dorian Gray
3630,115,23183,23183,PRON,PER,you,Mr. Dorian Gray
3631,115,23189,23189,PRON,PER,you,Mr. Dorian Gray
3632,166,23192,23192,PRON,PER,She,Miss Sibyl Vane
3635,166,23204,23204,PRON,PER,She,Miss Sibyl Vane
3637,115,23211,23211,PRON,PER,You,Mr. Dorian Gray
3638,115,23215,23215,PRON,PER,I,Mr. Dorian Gray
3639,115,23217,23217,PRON,PER,you,Mr. Dorian Gray
3640,166,23218,23218,PRON,PER,she,Miss Sibyl Vane
3641,115,23222,23222,PRON,PER,I,Mr. Dorian Gray
3642,166,23224,23224,PRON,PER,her,Miss Sibyl Vane
3643,115,23227,23227,PRON,PER,I,Mr. Dorian Gray
3644,166,23230,23230,PRON,PER,her,Miss Sibyl Vane
3645,115,23232,23232,PRON,PER,me,Mr. Dorian Gray
3646,115,23234,23234,PRON,PER,You,Mr. Dorian Gray
3647,115,23245,23245,PRON,PER,me,Mr. Dorian Gray
3648,166,23249,23250,PROP,PER,Sibyl Vane,Miss Sibyl Vane
3649,115,23253,23253,PRON,PER,me,Mr. Dorian Gray
3650,115,23255,23255,PRON,PER,I,Mr. Dorian Gray
3652,115,23262,23262,PRON,PER,I,Mr. Dorian Gray
3656,115,23278,23278,PRON,PER,I,Mr. Dorian Gray
3660,115,23299,23299,PRON,PER,My,Mr. Dorian Gray
3662,112,23302,23302,PROP,PER,Harry,Lord Henry Wotton
3663,115,23305,23305,PRON,PER,I,Mr. Dorian Gray
3670,112,23336,23337,PROP,PER,Lord Henry,Lord Henry Wotton
3675,113,23361,23362,PROP,PER,Basil Hallward,Basil Hallward
3679,112,23408,23408,PRON,PER,you,Lord Henry Wotton
3680,112,23415,23416,PROP,PER,Lord Henry,Lord Henry Wotton
3681,115,23421,23421,PRON,PER,I,Mr. Dorian Gray
3682,112,23423,23423,PRON,PER,you,Lord Henry Wotton
3683,113,23425,23425,PROP,PER,Basil,Basil Hallward
3684,115,23429,23429,PRON,PER,me,Mr. Dorian Gray
3686,115,23437,23437,PRON,PER,I,Mr. Dorian Gray
3687,112,23447,23447,PRON,PER,You,Lord Henry Wotton
3694,115,23490,23490,PRON,PER,I,Mr. Dorian Gray
3696,115,23507,23507,PRON,PER,I,Mr. Dorian Gray
3702,115,23531,23531,PRON,PER,me,Mr. Dorian Gray
3703,112,23540,23540,PRON,PER,my,Lord Henry Wotton
3709,115,23572,23572,PRON,PER,you,Mr. Dorian Gray
3710,115,23576,23576,PRON,PER,me,Mr. Dorian Gray
3712,115,23603,23603,PRON,PER,me,Mr. Dorian Gray
3715,169,23621,23621,PROP,PER,Juliet,Juliet
3716,112,23638,23638,PRON,PER,I,Lord Henry Wotton
3717,113,23641,23641,PROP,PER,Basil,Basil Hallward
3718,112,23648,23648,PROP,PER,Harry,Lord Henry Wotton
3720,115,23666,23666,PRON,PER,You,Mr. Dorian Gray
3725,115,23719,23719,PRON,PER,you,Mr. Dorian Gray
3726,113,23721,23721,PROP,PER,Basil,Basil Hallward
3727,112,23729,23729,PRON,PER,I,Lord Henry Wotton
3728,113,23732,23732,PRON,PER,him,Basil Hallward
3730,115,23739,23739,PRON,PER,I,Mr. Dorian Gray
3731,113,23745,23745,PRON,PER,him,Basil Hallward
3732,115,23755,23755,PRON,PER,me,Mr. Dorian Gray
3733,113,23758,23758,PRON,PER,he,Basil Hallward
3734,115,23761,23761,PRON,PER,me,Mr. Dorian Gray
3735,115,23762,23762,PRON,PER,my,Mr. Dorian Gray
3736,113,23773,23773,PRON,PER,himself,Basil Hallward
3737,115,23778,23778,PRON,PER,I,Mr. Dorian Gray
3738,115,23793,23793,PRON,PER,I,Mr. Dorian Gray
3739,115,23796,23796,PRON,PER,I,Mr. Dorian Gray
3740,115,23800,23800,PRON,PER,I,Mr. Dorian Gray
3741,115,23806,23806,PRON,PER,you,Mr. Dorian Gray
3742,113,23811,23811,PRON,PER,him,Basil Hallward
3743,115,23813,23813,PRON,PER,I,Mr. Dorian Gray
3744,113,23819,23819,PRON,PER,him,Basil Hallward
3745,113,23822,23822,PRON,PER,He,Basil Hallward
3746,115,23827,23827,PRON,PER,me,Mr. Dorian Gray
3747,113,23829,23829,PRON,PER,He,Basil Hallward
3748,115,23831,23831,PRON,PER,me,Mr. Dorian Gray
3749,112,23836,23837,PROP,PER,Lord Henry,Lord Henry Wotton
3753,112,23857,23857,PRON,PER,I,Lord Henry Wotton
3754,113,23868,23868,PROP,PER,Basil,Basil Hallward
3756,113,23876,23876,PRON,PER,he,Basil Hallward
3757,112,23879,23879,PRON,PER,me,Lord Henry Wotton
3759,112,23890,23890,PRON,PER,I,Lord Henry Wotton
3760,115,23893,23893,PRON,PER,you,Mr. Dorian Gray
3761,112,23895,23895,PROP,PER,Harry,Lord Henry Wotton
3762,112,23897,23897,PRON,PER,I,Lord Henry Wotton
3763,113,23904,23904,PROP,PER,Basil,Basil Hallward
3764,112,23906,23906,PRON,PER,my,Lord Henry Wotton
3766,113,23916,23916,PRON,PER,him,Basil Hallward
3767,113,23918,23918,PRON,PER,his,Basil Hallward
3768,113,23925,23925,PRON,PER,he,Basil Hallward
3769,113,23932,23932,PRON,PER,his,Basil Hallward
3770,113,23935,23935,PRON,PER,his,Basil Hallward
3771,113,23939,23939,PRON,PER,his,Basil Hallward
3773,112,23946,23946,PRON,PER,I,Lord Henry Wotton
3788,115,24055,24055,PRON,PER,I,Mr. Dorian Gray
3789,112,24062,24062,PROP,PER,Harry,Lord Henry Wotton
3790,115,24066,24067,PROP,PER,Dorian Gray,Mr. Dorian Gray
3791,115,24073,24073,PRON,PER,his,Mr. Dorian Gray
3792,112,24096,24096,PRON,PER,you,Lord Henry Wotton
3793,115,24102,24102,PRON,PER,I,Mr. Dorian Gray
3795,115,24110,24110,PRON,PER,me,Mr. Dorian Gray
3796,115,24126,24126,PRON,PER,he,Mr. Dorian Gray
3798,112,24131,24132,PROP,PER,Lord Henry,Lord Henry Wotton
3799,115,24139,24139,PRON,PER,he,Mr. Dorian Gray
3801,115,24150,24150,PRON,PER,him,Mr. Dorian Gray
3802,115,24154,24155,PROP,PER,Dorian Gray,Mr. Dorian Gray
3805,115,24169,24169,PRON,PER,him,Mr. Dorian Gray
3806,115,24179,24179,PRON,PER,He,Mr. Dorian Gray
3807,115,24187,24187,PRON,PER,him,Mr. Dorian Gray
3808,115,24193,24193,PRON,PER,He,Mr. Dorian Gray
3809,115,24217,24217,PRON,PER,him,Mr. Dorian Gray
3810,115,24226,24226,PRON,PER,he,Mr. Dorian Gray
3811,115,24231,24231,PRON,PER,himself,Mr. Dorian Gray
3812,115,24234,24234,PRON,PER,he,Mr. Dorian Gray
3814,115,24247,24247,PRON,PER,him,Mr. Dorian Gray
3828,115,24445,24445,PRON,PER,He,Mr. Dorian Gray
3829,115,24458,24458,PRON,PER,his,Mr. Dorian Gray
3830,115,24470,24470,PRON,PER,his,Mr. Dorian Gray
3831,115,24480,24481,PROP,PER,Dorian Gray,Mr. Dorian Gray
3835,115,24504,24504,PRON,PER,his,Mr. Dorian Gray
3836,115,24508,24508,PRON,PER,He,Mr. Dorian Gray
3873,115,25062,25063,PROP,PER,Dorian Gray,Mr. Dorian Gray
3876,166,25086,25087,PROP,PER,Sibyl Vane,Miss Sibyl Vane
3889,112,25229,25230,PROP,PER,Lord Henry,Lord Henry Wotton
3890,112,25245,25245,PRON,PER,his,Lord Henry Wotton
3892,112,25250,25250,PRON,PER,him,Lord Henry Wotton
3893,112,25259,25259,PRON,PER,He,Lord Henry Wotton
3896,112,25302,25302,PRON,PER,He,Lord Henry Wotton
3897,112,25305,25305,PRON,PER,his,Lord Henry Wotton
3899,112,25324,25324,PRON,PER,he,Lord Henry Wotton
3901,112,25335,25335,PRON,PER,he,Lord Henry Wotton
3902,112,25345,25345,PRON,PER,He,Lord Henry Wotton
3903,115,25353,25354,PROP,PER,Dorian Gray,Mr. Dorian Gray
3904,112,25360,25360,PRON,PER,him,Lord Henry Wotton
3905,112,25362,25362,PRON,PER,he,Lord Henry Wotton
3906,166,25369,25370,PROP,PER,Sibyl Vane,Miss Sibyl Vane
3907,180,25373,25373,PROP,PER,Mother,Mother
3908,180,25375,25375,PROP,PER,Mother,Mother
3915,166,25429,25429,PRON,PER,I,Miss Sibyl Vane
3916,166,25435,25435,PRON,PER,she,Miss Sibyl Vane
3918,181,25448,25449,PROP,PER,Mrs. Vane,Mrs. Vane
3919,181,25453,25453,PRON,PER,her,Mrs. Vane
3920,181,25461,25461,PRON,PER,her,Mrs. Vane
3922,181,25470,25470,PRON,PER,she,Mrs. Vane
3923,181,25474,25474,PRON,PER,I,Mrs. Vane
3924,166,25479,25479,PROP,PER,Sibyl,Miss Sibyl Vane
3925,181,25482,25482,PRON,PER,I,Mrs. Vane
3926,166,25484,25484,PRON,PER,you,Miss Sibyl Vane
3927,166,25487,25487,PRON,PER,You,Miss Sibyl Vane
3928,166,25494,25494,PRON,PER,your,Miss Sibyl Vane
3929,182,25497,25498,PROP,PER,Mr. Isaacs,Mr. Isaacs
3932,182,25509,25509,PRON,PER,him,Mr. Isaacs
3936,182,25543,25544,PROP,PER,Mr. Isaacs,Mr. Isaacs
3939,183,25562,25562,PROP,PER,James,James Vane
3940,166,25564,25564,PRON,PER,You,Miss Sibyl Vane
3941,166,25570,25570,PROP,PER,Sibyl,Miss Sibyl Vane
3942,182,25580,25581,PROP,PER,Mr. Isaacs,Mr. Isaacs
3943,182,25589,25589,PRON,PER,He,Mr. Isaacs
3945,180,25595,25595,PROP,PER,Mother,Mother
3947,182,25602,25602,PRON,PER,he,Mr. Isaacs
3953,182,25633,25633,PRON,PER,him,Mr. Isaacs
3955,166,25642,25643,PROP,PER,Sibyl Vane,Miss Sibyl Vane
3956,166,25645,25645,PRON,PER,her,Miss Sibyl Vane
3958,182,25655,25655,PRON,PER,him,Mr. Isaacs
3962,166,25671,25671,PRON,PER,she,Miss Sibyl Vane
3963,166,25678,25678,PRON,PER,her,Miss Sibyl Vane
3964,166,25682,25682,PRON,PER,her,Miss Sibyl Vane
3965,166,25691,25691,PRON,PER,her,Miss Sibyl Vane
3966,166,25704,25704,PRON,PER,her,Miss Sibyl Vane
3967,166,25711,25711,PRON,PER,her,Miss Sibyl Vane
3968,166,25715,25715,PRON,PER,I,Miss Sibyl Vane
3969,182,25717,25717,PRON,PER,him,Mr. Isaacs
3970,166,25720,25720,PRON,PER,she,Miss Sibyl Vane
3987,184,25858,25859,PROP,PER,Prince Charming,Prince Charming
3990,184,25872,25872,PRON,PER,him,Prince Charming
3993,184,25882,25882,PRON,PER,him,Prince Charming
3994,184,25888,25888,PRON,PER,him,Prince Charming
3995,184,25891,25891,PRON,PER,His,Prince Charming
3998,184,25904,25904,PRON,PER,his,Prince Charming
4005,180,25981,25981,PROP,PER,Mother,Mother
4006,180,25983,25983,PROP,PER,Mother,Mother
4008,184,25992,25992,PRON,PER,he,Prince Charming
4012,184,26003,26003,PRON,PER,him,Prince Charming
4014,184,26007,26007,PRON,PER,him,Prince Charming
4015,184,26009,26009,PRON,PER,he,Prince Charming
4016,184,26014,26014,PRON,PER,himself,Prince Charming
4017,184,26021,26021,PRON,PER,he,Prince Charming
4020,184,26031,26031,PRON,PER,him,Prince Charming
4023,184,26049,26049,PRON,PER,him,Prince Charming
4031,184,26074,26075,PROP,PER,Prince Charming,Prince Charming
4035,166,26103,26103,PROP,PER,Sybil,Miss Sibyl Vane
4037,166,26109,26109,PRON,PER,her,Miss Sibyl Vane
4040,166,26121,26121,PRON,PER,me,Miss Sibyl Vane
4041,180,26123,26123,PROP,PER,Mother,Mother
4042,166,26125,26125,PRON,PER,I,Miss Sibyl Vane
4049,166,26154,26154,PRON,PER,I,Miss Sibyl Vane
4051,166,26171,26171,PRON,PER,me,Miss Sibyl Vane
4052,181,26179,26179,PRON,PER,My,Mrs. Vane
4059,183,26224,26224,PROP,PER,James,James Vane
4061,181,26232,26232,PRON,PER,I,Mrs. Vane
4062,181,26240,26240,PRON,PER,I,Mrs. Vane
4064,181,26254,26254,PRON,PER,I,Mrs. Vane
4066,180,26267,26267,PROP,PER,Mother,Mother
4068,166,26272,26272,PRON,PER,me,Miss Sibyl Vane
4069,181,26277,26278,PROP,PER,Mrs. Vane,Mrs. Vane
4070,181,26281,26281,PRON,PER,her,Mrs. Vane
4072,181,26307,26307,PRON,PER,her,Mrs. Vane
4073,181,26309,26309,PRON,PER,her,Mrs. Vane
4083,181,26376,26377,PROP,PER,Mrs. Vane,Mrs. Vane
4084,181,26379,26379,PRON,PER,her,Mrs. Vane
4086,181,26385,26385,PRON,PER,her,Mrs. Vane
4087,181,26388,26388,PRON,PER,She,Mrs. Vane
4088,181,26391,26391,PRON,PER,her,Mrs. Vane
4091,181,26400,26400,PRON,PER,She,Mrs. Vane
4092,181,26412,26412,PRON,PER,You,Mrs. Vane
4093,181,26417,26417,PRON,PER,your,Mrs. Vane
4095,166,26422,26422,PROP,PER,Sibyl,Miss Sibyl Vane
4099,183,26449,26449,PROP,PER,Jim,James Vane
4100,181,26452,26452,PRON,PER,she,Mrs. Vane
4103,181,26465,26465,PRON,PER,she,Mrs. Vane
4106,183,26474,26475,PROP,PER,James Vane,James Vane
4107,183,26478,26478,PRON,PER,his,James Vane
4109,183,26486,26486,PRON,PER,I,James Vane
4111,183,26493,26493,PRON,PER,me,James Vane
4112,166,26498,26498,PROP,PER,Sibyl,Miss Sibyl Vane
4113,183,26500,26500,PRON,PER,I,James Vane
4114,183,26504,26504,PRON,PER,I,James Vane
4116,183,26513,26513,PRON,PER,I,James Vane
4117,183,26516,26516,PRON,PER,I,James Vane
4118,181,26524,26524,PRON,PER,My,Mrs. Vane
4120,181,26536,26537,PROP,PER,Mrs. Vane,Mrs. Vane
4121,181,26556,26556,PRON,PER,She,Mrs. Vane
4125,183,26586,26586,PRON,PER,I,James Vane
4127,183,26594,26594,PRON,PER,me,James Vane
4128,183,26596,26596,PRON,PER,my,James Vane
4130,183,26599,26599,PRON,PER,I,James Vane
4133,183,26612,26612,PRON,PER,I,James Vane
4136,183,26627,26627,PRON,PER,I,James Vane
4146,166,26681,26681,PROP,PER,Sibyl,Miss Sibyl Vane
4148,183,26694,26694,PROP,PER,Jim,James Vane
4149,166,26698,26698,PROP,PER,Sibyl,Miss Sibyl Vane
4150,183,26706,26706,PRON,PER,you,James Vane
4151,183,26710,26710,PRON,PER,you,James Vane
4152,166,26717,26717,PRON,PER,me,Miss Sibyl Vane
4153,166,26724,26724,PRON,PER,I,Miss Sibyl Vane
4154,183,26727,26727,PRON,PER,you,James Vane
4156,183,26738,26738,PRON,PER,your,James Vane
4159,183,26747,26747,PRON,PER,you,James Vane
4161,183,26760,26760,PRON,PER,you,James Vane
4162,183,26770,26770,PRON,PER,you,James Vane
4163,166,26773,26773,PRON,PER,me,Miss Sibyl Vane
4164,183,26775,26775,PRON,PER,your,James Vane
4172,183,26817,26817,PROP,PER,Jim,James Vane
4187,180,26903,26903,PROP,PER,Mother,Mother
4190,183,26918,26918,PROP,PER,James,James Vane
4209,183,27017,27017,PROP,PER,James,James Vane
4229,166,27104,27104,PROP,PER,Sibyl,Miss Sibyl Vane
4230,166,27109,27109,PRON,PER,her,Miss Sibyl Vane
4231,180,27115,27115,PROP,PER,Mother,Mother
4232,180,27117,27117,PRON,PER,you,Mother
4233,166,27121,27121,PRON,PER,her,Miss Sibyl Vane
4234,183,27125,27125,PROP,PER,James,James Vane
4235,183,27127,27127,PRON,PER,you,James Vane
4237,166,27138,27138,PROP,PER,Sibyl,Miss Sibyl Vane
4241,166,27158,27158,PRON,PER,her,Miss Sibyl Vane
4242,183,27170,27170,PRON,PER,You,James Vane
4243,183,27175,27175,PRON,PER,you,James Vane
4244,183,27180,27180,PROP,PER,James,James Vane
4248,166,27219,27219,PROP,PER,Sibyl,Miss Sibyl Vane
4250,166,27228,27228,PRON,PER,her,Miss Sibyl Vane
4270,183,27338,27339,PROP,PER,James Vane,James Vane
4271,183,27341,27341,PRON,PER,his,James Vane
4272,166,27347,27347,PROP,PER,Sibyl,Miss Sibyl Vane
4273,180,27349,27349,PROP,PER,Mother,Mother
4274,183,27352,27352,PRON,PER,he,James Vane
4275,166,27358,27358,PRON,PER,her,Miss Sibyl Vane
4280,166,27371,27371,PROP,PER,Sibyl,Miss Sibyl Vane
4283,166,27393,27393,PRON,PER,she,Miss Sibyl Vane
4291,166,27431,27431,PROP,PER,Sibyl,Miss Sibyl Vane
4301,166,27484,27484,PROP,PER,Sibyl,Miss Sibyl Vane
4303,166,27496,27496,PRON,PER,she,Miss Sibyl Vane
4311,166,27557,27557,PRON,PER,my,Miss Sibyl Vane
4313,166,27561,27561,PRON,PER,she,Miss Sibyl Vane
4314,166,27570,27570,PRON,PER,She,Miss Sibyl Vane
4316,166,27581,27581,PRON,PER,her,Miss Sibyl Vane
4318,166,27593,27593,PRON,PER,her,Miss Sibyl Vane
4320,180,27601,27601,PROP,PER,Mother,Mother
4323,181,27621,27621,PRON,PER,My,Mrs. Vane
4325,181,27624,27624,PRON,PER,my,Mrs. Vane
4327,181,27629,27630,PROP,PER,Mrs. Vane,Mrs. Vane
4328,166,27647,27647,PROP,PER,Sibyl,Miss Sibyl Vane
4329,166,27651,27651,PRON,PER,her,Miss Sibyl Vane
4342,183,27726,27726,PROP,PER,Jim,James Vane
4343,183,27733,27733,PRON,PER,he,James Vane
4345,183,27742,27742,PRON,PER,He,James Vane
4347,166,27764,27764,PROP,PER,Sibyl,Miss Sibyl Vane
4348,166,27774,27774,PRON,PER,she,Miss Sibyl Vane
4349,166,27778,27778,PRON,PER,Her,Miss Sibyl Vane
4350,166,27785,27785,PRON,PER,her,Miss Sibyl Vane
4351,166,27788,27788,PRON,PER,She,Miss Sibyl Vane
4352,184,27792,27793,PROP,PER,Prince Charming,Prince Charming
4353,166,27798,27798,PRON,PER,she,Miss Sibyl Vane
4354,184,27802,27802,PRON,PER,him,Prince Charming
4355,166,27807,27807,PRON,PER,she,Miss Sibyl Vane
4356,184,27812,27812,PRON,PER,him,Prince Charming
4358,183,27822,27822,PROP,PER,Jim,James Vane
4359,183,27831,27831,PRON,PER,he,James Vane
4361,183,27843,27843,PRON,PER,he,James Vane
4363,183,27857,27857,PRON,PER,he,James Vane
4366,183,27871,27871,PRON,PER,he,James Vane
4369,183,27927,27927,PRON,PER,He,James Vane
4374,183,27962,27962,PRON,PER,he,James Vane
4379,183,28019,28019,PRON,PER,He,James Vane
4386,183,28056,28056,PRON,PER,He,James Vane
4388,183,28071,28071,PRON,PER,he,James Vane
4390,183,28076,28076,PRON,PER,he,James Vane
4395,183,28111,28111,PRON,PER,him,James Vane
4396,183,28114,28114,PRON,PER,he,James Vane
4402,183,28146,28146,PRON,PER,him,James Vane
4403,183,28149,28149,PRON,PER,he,James Vane
4404,183,28158,28158,PRON,PER,his,James Vane
4405,183,28163,28163,PRON,PER,his,James Vane
4407,183,28174,28174,PRON,PER,he,James Vane
4409,183,28186,28186,PRON,PER,He,James Vane
4411,183,28204,28204,PRON,PER,his,James Vane
4412,183,28209,28209,PRON,PER,he,James Vane
4413,131,28214,28214,PROP,PER,God,Good God
4414,183,28223,28223,PRON,PER,him,James Vane
4416,183,28229,28229,PRON,PER,him,James Vane
4417,183,28238,28238,PRON,PER,he,James Vane
4420,183,28258,28258,PRON,PER,He,James Vane
4422,183,28275,28275,PRON,PER,him,James Vane
4423,183,28282,28282,PRON,PER,he,James Vane
4424,183,28285,28285,PRON,PER,he,James Vane
4425,166,28295,28295,PROP,PER,Sibyl,Miss Sibyl Vane
4427,166,28307,28307,PRON,PER,her,Miss Sibyl Vane
4428,166,28310,28310,PRON,PER,her,Miss Sibyl Vane
4429,183,28314,28314,PRON,PER,He,James Vane
4431,183,28320,28320,PRON,PER,he,James Vane
4432,183,28322,28322,PRON,PER,him,James Vane
4433,183,28327,28327,PRON,PER,him,James Vane
4434,183,28336,28336,PRON,PER,he,James Vane
4435,183,28352,28352,PRON,PER,him,James Vane
4436,183,28354,28354,PRON,PER,He,James Vane
4437,183,28364,28364,PRON,PER,his,James Vane
4439,166,28376,28376,PROP,PER,Sibyl,Miss Sibyl Vane
4440,166,28378,28378,PROP,PER,Sibyl,Miss Sibyl Vane
4449,183,28402,28402,PRON,PER,His,James Vane
4451,183,28405,28405,PRON,PER,He,James Vane
4452,183,28409,28409,PRON,PER,his,James Vane
4454,183,28418,28418,PRON,PER,he,James Vane
4455,183,28432,28432,PRON,PER,he,James Vane
4457,183,28445,28445,PRON,PER,his,James Vane
4458,183,28450,28450,PRON,PER,he,James Vane
4459,183,28467,28467,PRON,PER,He,James Vane
4460,183,28483,28483,PRON,PER,his,James Vane
4461,183,28486,28486,PRON,PER,His,James Vane
4462,183,28503,28503,PRON,PER,he,James Vane
4463,183,28505,28505,PRON,PER,his,James Vane
4464,183,28509,28509,PRON,PER,You,James Vane
4465,166,28516,28516,PRON,PER,I,Miss Sibyl Vane
4466,183,28520,28520,PROP,PER,Jim,James Vane
4467,166,28524,28524,PROP,PER,Sibyl,Miss Sibyl Vane
4468,166,28528,28528,PRON,PER,I,Miss Sibyl Vane
4469,183,28536,28536,PRON,PER,your,James Vane
4470,183,28547,28547,PRON,PER,you,James Vane
4471,166,28549,28549,PRON,PER,me,Miss Sibyl Vane
4472,183,28558,28558,PRON,PER,you,James Vane
4475,166,28570,28570,PRON,PER,she,Miss Sibyl Vane
4476,183,28575,28575,PRON,PER,him,James Vane
4477,183,28577,28577,PRON,PER,He,James Vane
4478,183,28579,28579,PRON,PER,his,James Vane
4479,166,28583,28583,PRON,PER,You,Miss Sibyl Vane
4480,183,28589,28589,PRON,PER,me,James Vane
4481,183,28591,28591,PRON,PER,I,James Vane
4482,166,28595,28595,PRON,PER,you,Miss Sibyl Vane
4483,166,28597,28597,PROP,PER,Sibyl,Miss Sibyl Vane
4484,166,28600,28600,PRON,PER,She,Miss Sibyl Vane
4485,183,28606,28606,PRON,PER,you,James Vane
4486,183,28609,28609,PROP,PER,Jim,James Vane
4487,166,28612,28612,PRON,PER,she,Miss Sibyl Vane
4488,183,28616,28616,PRON,PER,You,James Vane
4490,183,28622,28622,PRON,PER,I,James Vane
4492,166,28631,28631,PRON,PER,you,Miss Sibyl Vane
4493,183,28634,28634,PRON,PER,me,James Vane
4496,183,28640,28640,PRON,PER,you,James Vane
4497,183,28648,28648,PROP,PER,Jim,James Vane
4498,166,28651,28651,PRON,PER,she,Miss Sibyl Vane
4499,183,28655,28655,PRON,PER,You,James Vane
4501,166,28663,28663,PRON,PER,I,Miss Sibyl Vane
4503,166,28671,28671,PRON,PER,you,Miss Sibyl Vane
4509,184,28701,28702,PROP,PER,Prince Charming,Prince Charming
4510,166,28706,28706,PRON,PER,you,Miss Sibyl Vane
4511,166,28713,28713,PRON,PER,you,Miss Sibyl Vane
4513,166,28717,28717,PRON,PER,you,Miss Sibyl Vane
4514,166,28724,28724,PRON,PER,you,Miss Sibyl Vane
4516,166,28729,28729,PRON,PER,you,Miss Sibyl Vane
4520,166,28743,28743,PRON,PER,you,Miss Sibyl Vane
4522,166,28749,28749,PRON,PER,you,Miss Sibyl Vane
4524,166,28755,28755,PRON,PER,You,Miss Sibyl Vane
4528,166,28767,28767,PRON,PER,I,Miss Sibyl Vane
4530,166,28772,28772,PRON,PER,I,Miss Sibyl Vane
4531,166,28774,28774,PRON,PER,you,Miss Sibyl Vane
4535,166,28792,28792,PRON,PER,I,Miss Sibyl Vane
4536,169,28796,28796,PROP,PER,Juliet,Juliet
4537,166,28801,28801,PRON,PER,I,Miss Sibyl Vane
4538,183,28808,28808,PROP,PER,Jim,James Vane
4539,169,28816,28816,PROP,PER,Juliet,Juliet
4542,166,28830,28830,PRON,PER,I,Miss Sibyl Vane
4543,166,28833,28833,PRON,PER,I,Miss Sibyl Vane
4547,182,28857,28858,PROP,PER,Mr. Isaacs,Mr. Isaacs
4548,182,28866,28866,PRON,PER,his,Mr. Isaacs
4550,182,28872,28872,PRON,PER,He,Mr. Isaacs
4551,166,28875,28875,PRON,PER,me,Miss Sibyl Vane
4552,182,28883,28883,PRON,PER,he,Mr. Isaacs
4553,166,28886,28886,PRON,PER,me,Miss Sibyl Vane
4554,166,28891,28891,PRON,PER,I,Miss Sibyl Vane
4555,182,28899,28899,PRON,PER,his,Mr. Isaacs
4556,182,28901,28901,PRON,PER,his,Mr. Isaacs
4557,184,28904,28905,PROP,PER,Prince Charming,Prince Charming
4558,166,28907,28907,PRON,PER,my,Miss Sibyl Vane
4560,166,28911,28911,PRON,PER,my,Miss Sibyl Vane
4562,166,28917,28917,PRON,PER,I,Miss Sibyl Vane
4563,182,28921,28921,PRON,PER,him,Mr. Isaacs
4565,166,28966,28966,PRON,PER,me,Miss Sibyl Vane
4566,166,28968,28968,PRON,PER,I,Miss Sibyl Vane
4567,182,28982,28982,PRON,PER,He,Mr. Isaacs
4573,182,29011,29011,PRON,PER,He,Mr. Isaacs
4576,166,29030,29030,PRON,PER,I,Miss Sibyl Vane
4578,182,29036,29036,PRON,PER,him,Mr. Isaacs
4579,182,29042,29042,PRON,PER,him,Mr. Isaacs
4580,182,29046,29046,PRON,PER,him,Mr. Isaacs
4581,182,29050,29050,PRON,PER,him,Mr. Isaacs
4582,182,29054,29054,PRON,PER,him,Mr. Isaacs
4583,166,29058,29058,PROP,PER,Sibyl,Miss Sibyl Vane
4584,166,29060,29060,PRON,PER,you,Miss Sibyl Vane
4585,182,29064,29064,PRON,PER,him,Mr. Isaacs
4589,183,29078,29078,PROP,PER,Jim,James Vane
4620,166,29279,29279,PROP,PER,Sibyl,Miss Sibyl Vane
4621,166,29283,29283,PRON,PER,She,Miss Sibyl Vane
4622,166,29287,29287,PRON,PER,her,Miss Sibyl Vane
4623,166,29301,29301,PRON,PER,she,Miss Sibyl Vane
